Картриджи для принтеров,Cовместимый,Cовместимый 10 шт.,Ориг.,Цвет
"<div class=""title""><a href=""lc1280xlc/""><b>Brother LC1280XLC</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Brother</b></a>:
                  <a href=""/printer/brother/mfc-j6910dw/"">MFC-J6910DW</a></div>",-          ,-          ,,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""lc1280xlm/""><b>Brother LC1280XLM</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Brother</b></a>:
                  <a href=""/printer/brother/mfc-j6910dw/"">MFC-J6910DW</a></div>",-          ,-          ,,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""lc1280xly/""><b>Brother LC1280XLY</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Brother</b></a>:
                  <a href=""/printer/brother/mfc-j6910dw/"">MFC-J6910DW</a></div>",-          ,-          ,,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""lc900bk/""><b>Brother LC900BK</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Brother</b></a>:
                  <a href=""/printer/brother/dcp-110/"">DCP-110</a></div>",-          ,-          ,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""lc900c/""><b>Brother LC900C</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Brother</b></a>:
                  <a href=""/printer/brother/dcp-110/"">DCP-110</a></div>",-          ,-          ,,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""lc900m/""><b>Brother LC900M</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Brother</b></a>:
                  <a href=""/printer/brother/dcp-110/"">DCP-110</a></div>",-          ,-          ,,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""lc900y/""><b>Brother LC900Y</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Brother</b></a>:
                  <a href=""/printer/brother/dcp-110/"">DCP-110</a></div>",-          ,-          ,,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""lc980bk/""><b>Brother LC980BK</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Brother</b></a>:
                  <a href=""/printer/brother/dcp-145c/"">DCP-145C</a></div>",-          ,-          ,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""lc980c/""><b>Brother LC980C</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Brother</b></a>:
                  <a href=""/printer/brother/dcp-145c/"">DCP-145C</a></div>",-          ,-          ,,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""lc980m/""><b>Brother LC980M</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Brother</b></a>:
                  <a href=""/printer/brother/dcp-145c/"">DCP-145C</a></div>",-          ,-          ,,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""lc980y/""><b>Brother LC980Y</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Brother</b></a>:
                  <a href=""/printer/brother/dcp-145c/"">DCP-145C</a></div>",-          ,-          ,,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""lc985bk/""><b>Brother LC985BK</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Brother</b></a>:
                  <a href=""/printer/brother/dcp-j315/"">DCP-J315</a>, <a href=""/printer/brother/mfc-990/"">MFC-990</a></div>",-          ,-          ,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""lc985c/""><b>Brother LC985C</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Brother</b></a>:
                  <a href=""/printer/brother/mfc-990/"">MFC-990</a></div>",-          ,-          ,,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""lc985m/""><b>Brother LC985M</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Brother</b></a>:
                  <a href=""/printer/brother/mfc-990/"">MFC-990</a></div>",-          ,-          ,,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""lc985y/""><b>Brother LC985Y</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Brother</b></a>:
                  <a href=""/printer/brother/mfc-990/"">MFC-990</a></div>",-          ,-          ,,"<span class=""rini_color-square-yellow""></span>"
