Картриджи для принтеров,Cовместимый,Unnamed: 2,Ориг.,Цвет
"<div class=""title""><a href=""cf331a/""><b>HP CF331A (654A)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/m680/"">Color LaserJet M680</a></div>",7000,6700,33990,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""cf332a/""><b>HP CF332A (654A)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/m680/"">Color LaserJet M680</a></div>",7000,6700,33990,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""cf333a/""><b>HP CF333A (654A)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/m680/"">Color LaserJet M680</a></div>",7000,6700,33990,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""cf341a/""><b>HP CF341A (126A)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/kyocera/""><b>Kyocera</b></a>:
                  <a href=""/printer/kyocera/fs-3040mfp/"">FS-3040MFP</a></div>",-          ,-          ,14550,"<span class=""rini_color-square""></span>"
"<div class=""title""><a href=""cf350a/""><b>HP CF350A (№130A)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/canon/""><b>Canon</b></a>:
                  <a href=""/printer/canon/i-sensys-mf226dn/"">i-SENSYS MF226dn</a></div>",850,800,5820,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""cf351a/""><b>HP CF351A (№ 130A)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/kyocera/""><b>Kyocera</b></a>:
                  <a href=""/printer/kyocera/fs-4300dn/"">FS-4300DN</a></div>",850,800,5970,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""cf352a/""><b>HP CF352A (№ 130A)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/kyocera/""><b>Kyocera</b></a>:
                  <a href=""/printer/kyocera/fs-4300dn/"">FS-4300DN</a></div>",850,800,5970,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""cf353a/""><b>HP CF353A (№ 130A)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/kyocera/""><b>Kyocera</b></a>:
                  <a href=""/printer/kyocera/fs-4300dn/"">FS-4300DN</a></div>",850,800,5970,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""cf360a/""><b>HP CF360A (508A)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clje_m552dn/"">Color LaserJet Enterprise M552dn</a>, <a href=""/printer/hp/clje_m553n/"">Color LaserJet Enterprise M553n</a></div>",3700,3600,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""cf360x/""><b>HP CF360X (508X)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clje_m553n/"">Color LaserJet Enterprise M553n</a></div>",4300,4200,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""cf361a/""><b>HP CF361A (508A)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clje_m553n/"">Color LaserJet Enterprise M553n</a></div>",3700,3600,,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""cf361x/""><b>HP CF361X (508X)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clje_m553n/"">Color LaserJet Enterprise M553n</a></div>",4300,4200,,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""cf362a/""><b>HP CF362A (508A)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clje_m553n/"">Color LaserJet Enterprise M553n</a></div>",3700,3600,,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""cf362x/""><b>HP CF362X (508X)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clje_m553n/"">Color LaserJet Enterprise M553n</a></div>",4300,4200,,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""cf363a/""><b>HP CF363A (508A)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clje_m553n/"">Color LaserJet Enterprise M553n</a></div>",3700,3600,,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""cf363x/""><b>HP CF363X (508X)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clje_m553n/"">Color LaserJet Enterprise M553n</a></div>",4300,4200,,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""cf380a/""><b>HP CF380A (312A)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/cljp-mfp-m476dn/"">CLJ Pro MFP M476dn</a></div>",-          ,-          ,8040,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""cf380x/""><b>HP CF380X (312X)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/cljp-mfp-m476dn/"">CLJ Pro MFP M476dn</a></div>",1800,1700,10250,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""cf381a/""><b>HP CF381A (312A)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/cljp-mfp-m476dn/"">CLJ Pro MFP M476dn</a></div>",1800,1700,10620,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""cf382a/""><b>HP CF382A (312A)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/cljp-mfp-m476dn/"">CLJ Pro MFP M476dn</a></div>",1800,1700,10620,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""cf383a/""><b>HP CF383A (312A)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/cljp-mfp-m476dn/"">CLJ Pro MFP M476dn</a></div>",1800,1700,10620,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""cf400a/""><b>HP CF400A (201A)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/cljp-m252dw/"">Color LaserJet Pro M252dw</a>, <a href=""/printer/hp/cljp-m274n/"">Color LaserJet Pro M274n</a></div>",-          ,-          ,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""cf400x/""><b>HP CF400X (201X)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/cljp-m274n/"">Color LaserJet Pro M274n</a></div>",1900,1800,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""cf401a/""><b>HP CF401A (201A)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/cljp-m274n/"">Color LaserJet Pro M274n</a></div>",-          ,-          ,,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""cf401x/""><b>HP CF401X (201X)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/cljp-m274n/"">Color LaserJet Pro M274n</a></div>",1900,1800,,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""cf402a/""><b>HP CF402A (201A)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/cljp-m274n/"">Color LaserJet Pro M274n</a></div>",-          ,-          ,,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""cf402x/""><b>HP CF402X (201X)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/cljp-m274n/"">Color LaserJet Pro M274n</a></div>",1900,1800,,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""cf403a/""><b>HP CF403A (201A)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/cljp-m274n/"">Color LaserJet Pro M274n</a></div>",-          ,-          ,,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""cf403x/""><b>HP CF403X (201X)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/cljp-m274n/"">Color LaserJet Pro M274n</a></div>",1900,1800,,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""cf410a/""><b>HP CF410A (№ 410A)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clj-pro-m377dw/"">Color LaserJet Pro M377dw</a>, <a href=""/printer/hp/clj-pro-m452dn/"">Color LaserJet Pro M452dn</a>, <a href=""/printer/hp/clj-pro-m477nw/"">Color LaserJet Pro M477fnw</a></div>",1800,1700,8010,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""cf410x/""><b>HP CF410X (№ 410X)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clj-pro-m477nw/"">Color LaserJet Pro M477fnw</a></div>",2000,1900,13470,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""cf411a/""><b>HP CF411A (№ 410A)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clj-pro-m477nw/"">Color LaserJet Pro M477fnw</a></div>",1800,1700,10070,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""cf411x/""><b>HP CF411X (№ 410X)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clj-pro-m477nw/"">Color LaserJet Pro M477fnw</a></div>",2000,1900,16750,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""cf412a/""><b>HP CF412A (№ 410A)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clj-pro-m477nw/"">Color LaserJet Pro M477fnw</a></div>",1800,1700,10070,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""cf412x/""><b>HP CF412X (№ 410X)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clj-pro-m477nw/"">Color LaserJet Pro M477fnw</a></div>",2000,1900,16750,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""cf413a/""><b>HP CF413A (№ 410A)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clj-pro-m477nw/"">Color LaserJet Pro M477fnw</a></div>",1800,1700,10070,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""cf413x/""><b>HP CF413X (№ 410X)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clj-pro-m477nw/"">Color LaserJet Pro M477fnw</a></div>",2000,1600,16750,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""cf530a/""><b>HP CF530A (205A)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/ljp-m154/"">LaserJet Pro M154</a></div>",1700,1600,4870,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""cf531a/""><b>HP CF531A (205A)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/ljp-m154/"">LaserJet Pro M154</a></div>",1700,1600,5220,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""cf532a/""><b>HP CF532A (205A)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/ljp-m154/"">LaserJet Pro M154</a></div>",1700,1600,5220,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""cf533a/""><b>HP CF533A (205A)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/ljp-m154/"">LaserJet Pro M154</a></div>",1700,1600,5220,"<span class=""rini_color-square-magenta""></span>"
