Картриджи для принтеров,Cовместимый,Cовместимый 10 шт.,Ориг.,Цвет
"<div class=""title""><a href=""clp-510d5y/""><b>Samsung CLP-510D5Y</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/clp-510/"">CLP-510</a></div>",-          ,-          ,,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""clp-510d5c/""><b>Samsung CLP-510D5С</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/clp-510/"">CLP-510</a></div>",-          ,-          ,2500,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""clp-c300a/""><b>Samsung CLP-C300A</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/clx-3160n/"">CLX-3160N</a></div>",1350          ,1290          ,3450,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""clp-k300a/""><b>Samsung CLP-K300A</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/canon/""><b>Canon</b></a>:
                  <a href=""/printer/canon/lbp6030b/"">i-Sensys LBP6030B (8468B006)</a>, <a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/clx-3160n/"">CLX-3160N</a>, <a href=""/printer/samsung/clx-3160n/"">CLX-3160N</a></div>",1550          ,1450          ,5460,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""clp-m300a/""><b>Samsung CLP-M300A</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/clx-3160n/"">CLX-3160N</a></div>",1350          ,1290          ,3450,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""clp-p300c/""><b>Samsung CLP-P300C</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/hp/""><b>HP</b></a>:
                  <a href=""/printer/hp/clj-3000/"">Color LJ 3000</a></div>",-          ,-          ,,"<span class=""rini_color-square""></span>"
"<div class=""title""><a href=""clp-y300a/""><b>Samsung CLP-Y300A</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/clx-3160n/"">CLX-3160N</a></div>",1350          ,1290          ,3450,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""clt-407-d/""><b>Samsung CLT-407 (двойной)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/brother/""><b>Brother</b></a>:
                  <a href=""/printer/brother/dcp-8070/"">DCP 8070</a></div>",-          ,-          ,5060,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""clt-407/""><b>Samsung CLT-407 MuiltiPack</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/brother/""><b>Brother</b></a>:
                  <a href=""/printer/brother/dcp-8070/"">DCP 8070</a></div>",-          ,-          ,9480,"<span class=""rini_color-square""></span>"
"<div class=""title""><a href=""clt-409m/""><b>Samsung CLT-409 Multipack</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/brother/""><b>Brother</b></a>:
                  <a href=""/printer/brother/dcp-8070/"">DCP 8070</a></div>",-          ,-          ,8990,"<span class=""rini_color-square""></span>"
"<div class=""title""><a href=""clt-c404s/""><b>Samsung CLT-C404S</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/sl-c480/"">SL-C480</a></div>",1700          ,1650          ,5760,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""clt-c406/""><b>Samsung CLT-C406</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/clx-3305/"">CLX-3305</a></div>",1680          ,1600          ,5280,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""clt-c407s/""><b>Samsung CLT-C407S</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/clx-3185/"">CLX-3185</a></div>",1600          ,1550          ,4120,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""clt-c409/""><b>Samsung CLT-C409</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/clx-3175/"">CLX-3175</a></div>",1750          ,1650          ,3500,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""clt-c504s/""><b>Samsung CLT-C504S/SEE</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/sl-c1860/"">Xpress SL-C1860</a></div>",2800          ,2550          ,6950,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""clt-k404s/""><b>Samsung CLT-K404S</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/sl-c430/"">SL-C430</a>, <a href=""/printer/samsung/sl-c480/"">SL-C480</a></div>",1700          ,1650          ,6000,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""clt-k406/""><b>Samsung CLT-K406</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/clp-360/"">CLP-360</a>, <a href=""/printer/samsung/clp-365/"">CLP-365</a>, <a href=""/printer/samsung/clp-368/"">CLP-368</a>, <a href=""/printer/samsung/clx-3300/"">CLX-3300</a>, <a href=""/printer/samsung/clx-3305/"">CLX-3305</a></div>",1680          ,1600          ,5470,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""clt-k407s/""><b>Samsung CLT-K407S</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/clp-320/"">CLP-320</a>, <a href=""/printer/samsung/clp-325/"">CLP-325</a>, <a href=""/printer/samsung/clx-3185/"">CLX-3185</a></div>",1600          ,1550          ,4840,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""clt-k409/""><b>Samsung CLT-K409</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/clp-310/"">CLP-310</a>, <a href=""/printer/samsung/clx-3170fn/"">CLX-3170FN</a>, <a href=""/printer/samsung/clp-310n/"">CLP-310n</a>, <a href=""/printer/samsung/clp-315/"">CLP-315</a>, <a href=""/printer/samsung/clx-3170/"">CLX-3170</a>, <a href=""/printer/samsung/clx-3175/"">CLX-3175</a></div>",1750          ,1650          ,4130,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""clt-k504s/""><b>Samsung CLT-K504S/SEE</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/clp-415/"">CLP-415</a>, <a href=""/printer/samsung/clx-4170/"">CLX-4170</a>, <a href=""/printer/samsung/clp-470/"">CLP-470</a>, <a href=""/printer/samsung/sl-c1860/"">Xpress SL-C1860</a></div>",-          ,-          ,6540,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""clt-m404s/""><b>Samsung CLT-M404S</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/sl-c480/"">SL-C480</a></div>",1700          ,1650          ,5760,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""clt-m406/""><b>Samsung CLT-M406</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/clx-3305/"">CLX-3305</a></div>",1680          ,1600          ,5280,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""clt-m407s/""><b>Samsung CLT-M407S</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/clx-3185/"">CLX-3185</a></div>",1600          ,1550          ,4120,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""clt-M409/""><b>Samsung CLT-M409</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/clx-3175/"">CLX-3175</a></div>",1750          ,1650          ,3500,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""clt-m504s/""><b>Samsung CLT-M504S/SEE</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/sl-c1860/"">Xpress SL-C1860</a></div>",2800          ,2550          ,6950,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""clt-y404s/""><b>Samsung CLT-Y404S</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/sl-c480/"">SL-C480</a></div>",1700          ,1650          ,5760,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""clt-y406/""><b>Samsung CLT-Y406</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/clx-3305/"">CLX-3305</a></div>",1680          ,1600          ,5280,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""clt-y407s/""><b>Samsung CLT-Y407S</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/clx-3185/"">CLX-3185</a></div>",1600          ,1550          ,4120,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""clt-y409/""><b>Samsung CLT-Y409</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/clx-3175/"">CLX-3175</a></div>",1750          ,1650          ,3500,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""clt-y504s/""><b>Samsung CLT-Y504S/SEE</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/sl-c1860/"">Xpress SL-C1860</a></div>",2800          ,2550          ,6950,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""ml-1520d3/""><b>Samsung ML-1520D3</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/ml-1520/"">ML-1520</a>, <a href=""/printer/samsung/ml-1520p/"">ML-1520P</a></div>",1550          ,1450          ,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""ml-1610d2/""><b>Samsung ML-1610D2</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/ml-1610/"">ML-1610</a>, <a href=""/printer/samsung/ml-1615/"">ML-1615</a></div>",1450          ,1400          ,3000,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""ml-1610d2-og/""><b>Samsung ML-1610D2 (ОГ)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/canon/""><b>Canon</b></a>:
                  <a href=""/printer/canon/i-sensys-lbp312x/"">i-SENSYS LBP312x</a></div>",-          ,-          ,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""ml-1710d3/""><b>Samsung ML-1710D3</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/ml-1510/"">ML-1510</a>, <a href=""/printer/samsung/ml-1510b/"">ML-1510B</a>, <a href=""/printer/samsung/ml-1710/"">ML-1710</a>, <a href=""/printer/samsung/ml-1710b/"">ML-1710B</a>, <a href=""/printer/samsung/ml-1710d/"">ML-1710D</a>, <a href=""/printer/samsung/ml-1710p/"">ML-1710P</a>, <a href=""/printer/samsung/ml-1740/"">ML-1740</a>, <a href=""/printer/samsung/ml-1750/"">ML-1750</a>, <a href=""/printer/samsung/ml-1755/"">ML-1755</a></div>",1790          ,1700          ,3820,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""ml-1710d3-og/""><b>Samsung ML-1710D3 ОГ</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/xerox/""><b>Xerox</b></a>:
                  <a href=""/printer/xerox/wc-5335/"">WorkCentre 5335 MFU</a></div>",-          ,-          ,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""ml-2010d3/""><b>Samsung ML-2010D3</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/ml-2010/"">ML-2010</a>, <a href=""/printer/samsung/ml-2010p/"">ML-2010P</a>, <a href=""/printer/samsung/ml-2015/"">ML-2015</a>, <a href=""/printer/samsung/ml-2510/"">ML-2510</a>, <a href=""/printer/samsung/ml-2570/"">ML-2570</a>, <a href=""/printer/samsung/ml-2571/"">ML-2571</a>, <a href=""/printer/samsung/ml-2571n/"">ML-2571N</a></div>",1450          ,1400          ,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""ml-6060d6/""><b>Samsung ML-6060D6</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/ml-1440/"">ML-1440</a>, <a href=""/printer/samsung/ml-1450/"">ML-1450</a>, <a href=""/printer/samsung/ml-1450g/"">ML-1450G</a>, <a href=""/printer/samsung/ml-1451n/"">ML-1451N</a>, <a href=""/printer/samsung/ml-6040/"">ML-6040</a>, <a href=""/printer/samsung/ml-6060/"">ML-6060</a>, <a href=""/printer/samsung/ml-6060n/"">ML-6060N</a>, <a href=""/printer/samsung/ml-6060s/"">ML-6060S</a></div>",-          ,-          ,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""ml-d1630a/""><b>Samsung ML-D1630A</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/ml-1630/"">ML-1630</a>, <a href=""/printer/samsung/scx-4500/"">SCX-4500</a></div>",2800          ,2650          ,8590,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""ml-d2850b/""><b>Samsung ML-D2850B</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/ml-2850d/"">ML-2850D</a></div>",2250          ,2150          ,8460,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""ml-d2850b-og/""><b>Samsung ML-D2850B (ОГ)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/canon/""><b>Canon</b></a>:
                  <a href=""/printer/canon/i-sensys-lbp312x/"">i-SENSYS LBP312x</a></div>",1300          ,-          ,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""ml-d2850a/""><b>Samsung ML-D2850А</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/xerox/""><b>Xerox</b></a>:
                  <a href=""/printer/xerox/phaser-3435/"">Phaser 3435</a></div>",-          ,-          ,6910,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""ml-d3050b/""><b>Samsung ML-D3050B</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/panasonic/""><b>Panasonic</b></a>:
                  <a href=""/printer/panasonic/kx-fp85/"">KX-FP85</a></div>",1620          ,1570          ,9500,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""ml-d3470b/""><b>Samsung ML-D3470В</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/ml-3470d/"">ML-3470D</a></div>",1720          ,1670          ,13360,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""mlt-d103l/""><b>Samsung MLT-D103L</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/scx-4728/"">SCX-4728</a></div>",2100          ,2000          ,5480,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""mlt-d103s/""><b>Samsung MLT-D103S</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/ml-2955nd/"">ML-2955ND</a>, <a href=""/printer/samsung/scx-4728/"">SCX-4728</a></div>",-          ,-          ,4260,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""mlt-d104x/""><b>Samsung MLT-D104X</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/ml-1665/"">ML-1665</a>, <a href=""/printer/samsung/scx-3200/"">SCX-3200</a>, <a href=""/printer/samsung/mlt-1660/"">ML-1660</a>, <a href=""/printer/samsung/scx-3205/"">SCX-3205</a>, <a href=""/printer/samsung/ml-1671/"">ML 1671</a>, <a href=""/printer/samsung/ml-1676/"">ML 1676</a>, <a href=""/printer/samsung/ml-1672/"">ML 1672</a>, <a href=""/printer/samsung/ml-1661/"">ML 1661</a>, <a href=""/printer/samsung/ml-1666/"">ML 1666</a>, <a href=""/printer/samsung/ml-1667/"">ML 1667</a>, <a href=""/printer/samsung/ml-1670/"">ML 1670</a>, <a href=""/printer/samsung/ml-1860/"">ML 1860</a>, <a href=""/printer/samsung/ml-1865/"">ML 1865</a>, <a href=""/printer/samsung/scx-3207/"">SCX 3207</a></div>",-          ,-          ,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""mlt-d105l/""><b>Samsung MLT-D105L</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/ml-1910/"">ML-1910</a>, <a href=""/printer/samsung/scx-4600/"">SCX-4600 (МФУ)</a>, <a href=""/printer/samsung/ml-2525/"">ML-2525</a>, <a href=""/printer/samsung/scx-4623f/"">SCX-4623F</a>, <a href=""/printer/samsung/scx-4623fn/"">SCX-4623FN</a></div>",2100          ,2000          ,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""mlt-d105s/""><b>Samsung MLT-D105S</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/scx-4623fn/"">SCX-4623FN</a></div>",-          ,-          ,4070,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""mlt-d106s/""><b>Samsung MLT-D106S</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/ml-2245/"">ML-2245</a></div>",1300          ,1250          ,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""mlt-d108s/""><b>Samsung MLT-D108S</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/ml-1641/"">ML-1641</a>, <a href=""/printer/samsung/ml-2240/"">ML-2240</a>, <a href=""/printer/samsung/ml-2241/"">ML-2241</a>, <a href=""/printer/samsung/ml-1640/"">ML-1640</a></div>",1600          ,1500          ,3570,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""mlt-d109s/""><b>Samsung MLT-D109S</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/scx-4300/"">SCX-4300</a></div>",2050          ,1950          ,4040,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""mlt-d111l/""><b>Samsung MLT-D111L/SEE</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/hp/""><b>HP</b></a>:
                  <a href=""/printer/hp/lj-e-m806dn/"">LaserJet Enterprise M806dn</a></div>",1900          ,1800          ,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""mlt-d111s/""><b>Samsung MLT-D111S/SEE</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/sl-m2020w/"">SL-M2020W</a>, <a href=""/printer/samsung/sl-m2070/"">SL-M2070</a></div>",-          ,-          ,3660,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""mlt-d115l/""><b>Samsung MLT-D115L</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/sl-m2620/"">SL M2620</a>, <a href=""/printer/samsung/sl-m2820/"">SL M2820</a>, <a href=""/printer/samsung/sl-m2870/"">SL M2870</a></div>",1900          ,1800          ,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""mlt-d117s/""><b>Samsung MLT-D117S</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/scx-4650/"">SCX-4650</a>, <a href=""/printer/samsung/scx-4655/"">SCX-4655</a></div>",1900          ,1800          ,4760,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""mlt-d119s/""><b>Samsung MLT-D119S</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/kyocera/""><b>Kyocera</b></a>:
                  <a href=""/printer/kyocera/fs-1035mfp_dp/"">FS-1035MFP/DP</a></div>",1450          ,1400          ,3820,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""mlt-d203e/""><b>Samsung MLT-D203E</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/sl-m4070fr/"">SL-M4070FR</a></div>",2700          ,2600          ,,"<span class=""rini_color-square-black""></span>"
